component_contract,families,field_pattern,value_kind,denominator_key,category,comparator,vote_rule,cardinality,required_when,source
aggregate_ledger_bundle_v1,interval,{aggregate_prefix}.storage.lateral_boundary_outflow_W,numeric,power_W,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,one,successful three-path embedded interval,strict_v1._add_ledger_bundle_numeric
aggregate_ledger_bundle_v1,interval,{aggregate_prefix}.storage.vertical_sink_power_W,numeric,power_W,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,one,successful three-path embedded interval,strict_v1._add_ledger_bundle_numeric
aggregate_ledger_bundle_v1,interval,{aggregate_prefix}.thermal.accounted_power_W,numeric,ledger_power_terms,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,one,successful three-path embedded interval,strict_v1._add_ledger_bundle_numeric
aggregate_ledger_bundle_v1,interval,{aggregate_prefix}.thermal.input_power_W,numeric,ledger_power_terms,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,one,successful three-path embedded interval,strict_v1._add_ledger_bundle_numeric
aggregate_ledger_bundle_v1,interval,{aggregate_prefix}.thermal.relative_residual,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,one,successful three-path embedded interval,strict_v1._add_ledger_bundle_numeric
aggregate_ledger_bundle_v1,interval,{aggregate_prefix}.thermal.signed_residual_W,numeric,ledger_power_terms,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,one,successful three-path embedded interval,strict_v1._add_ledger_bundle_numeric
aggregate_ledger_bundle_v1,interval,{aggregate_prefix}.thermal.terms.explicit_plane_storage_rate_W,numeric,ledger_power_terms,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,one,successful three-path embedded interval,strict_v1._add_ledger_bundle_numeric
aggregate_ledger_bundle_v1,interval,{aggregate_prefix}.thermal.terms.lateral_boundary_outflow_W,numeric,ledger_power_terms,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,one,successful three-path embedded interval,strict_v1._add_ledger_bundle_numeric
aggregate_ledger_bundle_v1,interval,{aggregate_prefix}.thermal.terms.s2_closure_storage_rate_W,numeric,ledger_power_terms,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,one,successful three-path embedded interval,strict_v1._add_ledger_bundle_numeric
aggregate_ledger_bundle_v1,interval,{aggregate_prefix}.thermal.terms.vertical_sink_power_W,numeric,ledger_power_terms,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,one,successful three-path embedded interval,strict_v1._add_ledger_bundle_numeric
embedded_attempt_diagnostics_v1,interval|failure,diagnostics.half_interval_s,numeric,time_s,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,zero_or_one,field is defined by the frozen attempt diagnostics,strict_v1._attempt_observation
embedded_attempt_diagnostics_v1,interval|failure,diagnostics.legacy_branch_increment,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,zero_or_one,field is defined by the frozen attempt diagnostics,strict_v1._attempt_observation
embedded_attempt_diagnostics_v1,interval|failure,diagnostics.legacy_conductive_increment,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,zero_or_one,field is defined by the frozen attempt diagnostics,strict_v1._attempt_observation
embedded_attempt_diagnostics_v1,interval|failure,diagnostics.outer_interval_s,numeric,time_s,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,zero_or_one,field is defined by the frozen attempt diagnostics,strict_v1._attempt_observation
embedded_attempt_diagnostics_v1,interval|failure,embedded_error.e_T,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,zero_or_one,field is defined by the frozen attempt diagnostics,strict_v1._attempt_observation
embedded_attempt_diagnostics_v1,interval|failure,embedded_error.e_V,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,zero_or_one,field is defined by the frozen attempt diagnostics,strict_v1._attempt_observation
embedded_attempt_diagnostics_v1,interval|failure,embedded_error.e_b,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,zero_or_one,field is defined by the frozen attempt diagnostics,strict_v1._attempt_observation
embedded_attempt_diagnostics_v1,interval|failure,embedded_error.e_max,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,zero_or_one,field is defined by the frozen attempt diagnostics,strict_v1._attempt_observation
embedded_attempt_diagnostics_v1,interval|failure,embedded_error.e_s,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,zero_or_one,field is defined by the frozen attempt diagnostics,strict_v1._attempt_observation
exact_topology_v1,interval|progression|failure,nonlinear_method,exact,none,B_exact_topology,canonical_exact_equality,exact field set and exact value equality,one,every non-electrical row,strict_v1.EXPECTED_EXACT_VOTES
exact_topology_v1,interval|progression|failure,converged_disposition,exact,none,B_exact_topology,canonical_exact_equality,exact field set and exact value equality,one,every non-electrical row,strict_v1.EXPECTED_EXACT_VOTES
exact_topology_v1,interval|progression|failure,fallback_disposition,exact,none,B_exact_topology,canonical_exact_equality,exact field set and exact value equality,one,every non-electrical row,strict_v1.EXPECTED_EXACT_VOTES
exact_topology_v1,interval|progression|failure,accepted_rejected_sequence,exact,none,B_exact_topology,canonical_exact_equality,exact field set and exact value equality,one,every non-electrical row,strict_v1.EXPECTED_EXACT_VOTES
exact_topology_v1,interval|progression|failure,failure_classification,exact,none,B_exact_topology,canonical_exact_equality,exact field set and exact value equality,one,every non-electrical row,strict_v1.EXPECTED_EXACT_VOTES
exact_topology_v1,interval|progression|failure,event_count_direction_and_order,exact,none,B_exact_topology,canonical_exact_equality,exact field set and exact value equality,one,every non-electrical row,strict_v1.EXPECTED_EXACT_VOTES
exact_topology_v1,interval|progression|failure,reversal_count_direction_and_order,exact,none,B_exact_topology,canonical_exact_equality,exact field set and exact value equality,one,every non-electrical row,strict_v1.EXPECTED_EXACT_VOTES
telemetry_v1,interval|progression|failure,Newton_iterations,telemetry,none,telemetry_nonvoting,recorded_but_nonvoting,field set exact; value nonvoting,one,every non-electrical row,strict_v1.EXPECTED_TELEMETRY
telemetry_v1,interval|progression|failure,Krylov_matvecs,telemetry,none,telemetry_nonvoting,recorded_but_nonvoting,field set exact; value nonvoting,one,every non-electrical row,strict_v1.EXPECTED_TELEMETRY
telemetry_v1,interval|progression|failure,Armijo_backtracks,telemetry,none,telemetry_nonvoting,recorded_but_nonvoting,field set exact; value nonvoting,one,every non-electrical row,strict_v1.EXPECTED_TELEMETRY
telemetry_v1,interval|progression|failure,Picard_iterations,telemetry,none,telemetry_nonvoting,recorded_but_nonvoting,field set exact; value nonvoting,one,every non-electrical row,strict_v1.EXPECTED_TELEMETRY
telemetry_v1,interval|progression|failure,fallback_iterations,telemetry,none,telemetry_nonvoting,recorded_but_nonvoting,field set exact; value nonvoting,one,every non-electrical row,strict_v1.EXPECTED_TELEMETRY
progression_final_state_v1,progression,streaming.final_state.branch_memory,numeric,branch_memory,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,one,every progression row,strict_v1._progression_observation
progression_final_state_v1,progression,streaming.final_state.conductive_state,numeric,conductive_state,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,one,every progression row,strict_v1._progression_observation
progression_final_state_v1,progression,streaming.final_state.device_voltage_V,numeric,device_voltage_V,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,one,every progression row,strict_v1._progression_observation
progression_final_state_v1,progression,streaming.final_state.temperature_K,numeric,temperature_K,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,one,every progression row,strict_v1._progression_observation
progression_final_state_v1,progression,streaming.final_state.time_s,numeric,time_s,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,one,every progression row,strict_v1._progression_observation
progression_scalar_v1,progression,streaming.scalar.{record_index}.aggregate_circuit_relative_residual,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.aggregate_combined_relative_residual,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.aggregate_device_power_relative_residual,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.aggregate_thermal_relative_residual,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.circuit_accounted_power_W,numeric,power_W,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.circuit_input_power_W,numeric,power_W,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.circuit_relative_residual,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.circuit_signed_residual_W,numeric,power_W,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.combined_accounted_power_W,numeric,power_W,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.combined_input_power_W,numeric,power_W,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.combined_relative_residual,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.combined_signed_residual_W,numeric,power_W,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.device_power_accounted_power_W,numeric,power_W,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.device_power_input_power_W,numeric,power_W,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.device_power_relative_residual,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.device_power_signed_residual_W,numeric,power_W,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.device_voltage_V,numeric,device_voltage_V,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.e_T,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.e_V,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.e_b,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.e_max,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.e_s,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.first_half_circuit_relative_residual,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.first_half_combined_relative_residual,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.first_half_device_power_relative_residual,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.first_half_lateral_relative_mismatch,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.first_half_lateral_roundoff_ratio,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.first_half_scaled_residual_inf,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.first_half_thermal_relative_residual,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.full_circuit_relative_residual,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.full_combined_relative_residual,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.full_device_power_relative_residual,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.full_lateral_relative_mismatch,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.full_lateral_roundoff_ratio,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.full_scaled_residual_inf,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.full_thermal_relative_residual,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.input_voltage_V,numeric,device_voltage_V,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.last_event_time_s,numeric,time_s,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.lateral_face_to_cell_global_residual_W,numeric,power_W,C_cancellation_roundoff,parent_analytic_backward_error_bound_unchanged,ratio<=1; signed raw value retained,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.lateral_matrix_face_relative_mismatch,numeric,relative_residual,C_lateral_hard_gate,exact_original_hard_gate_disposition,both pass and dispositions match,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.lateral_matrix_face_roundoff_ratio,numeric,relative_residual,C_lateral_hard_gate,exact_original_hard_gate_disposition,both pass and dispositions match,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.legacy_max_absolute_delta_b,numeric,branch_memory,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.legacy_max_absolute_delta_s,numeric,conductive_state,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.maximum_temperature_K,numeric,temperature_K,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.mean_branch_memory,numeric,branch_memory,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.mean_conductive_state,numeric,conductive_state,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.mean_temperature_K,numeric,temperature_K,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.minimum_temperature_K,numeric,temperature_K,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.outer_interval_s,numeric,time_s,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.second_half_circuit_relative_residual,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.second_half_combined_relative_residual,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.second_half_device_power_relative_residual,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.second_half_lateral_relative_mismatch,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.second_half_lateral_roundoff_ratio,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.second_half_scaled_residual_inf,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.second_half_thermal_relative_residual,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.terminal_current_A,numeric,terminal_current_A,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.terminal_device_power_W,numeric,power_W,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.thermal_accounted_power_W,numeric,power_W,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.thermal_input_power_W,numeric,power_W,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.thermal_relative_residual,numeric,relative_residual,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.thermal_signed_residual_W,numeric,power_W,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.time_s,numeric,time_s,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_scalar_v1,progression,streaming.scalar.{record_index}.voltage_scale_V,numeric,device_voltage_V,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by fixed scalar record index,value is numeric in the fixed streaming schema,streaming scalar schema plus strict_v1._streaming_denominator
progression_snapshot_v1,progression,streaming.snapshot.{snapshot_index}.branch_memory,numeric,branch_memory,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by retained snapshot index,snapshot is present under the frozen streaming schema,strict_v1._progression_observation
progression_snapshot_v1,progression,streaming.snapshot.{snapshot_index}.cell_joule_power_W,numeric,power_W,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by retained snapshot index,snapshot is present under the frozen streaming schema,strict_v1._progression_observation
progression_snapshot_v1,progression,streaming.snapshot.{snapshot_index}.conductive_state,numeric,conductive_state,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by retained snapshot index,snapshot is present under the frozen streaming schema,strict_v1._progression_observation
progression_snapshot_v1,progression,streaming.snapshot.{snapshot_index}.potential_V,numeric,potential_V,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by retained snapshot index,snapshot is present under the frozen streaming schema,strict_v1._progression_observation
progression_snapshot_v1,progression,streaming.snapshot.{snapshot_index}.temperature_K,numeric,temperature_K,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by retained snapshot index,snapshot is present under the frozen streaming schema,strict_v1._progression_observation
progression_snapshot_v1,progression,streaming.snapshot.{snapshot_index}.time_s,numeric,time_s,A_primary_physical,unchanged_strict_v1_normalized_relative_difference,<=1e-12,repeated by retained snapshot index,snapshot is present under the frozen streaming schema,strict_v1._progression_observation
structural_guards_v1,electrical|interval|progression|failure,numeric_field_sets_exact,structural,none,structural_fail_closed,exact_schema_validation,must pass,one,every comparison row,strict_v1.compare_observations and row validation
structural_guards_v1,electrical|interval|progression|failure,exact_vote_field_sets_exact,structural,none,structural_fail_closed,exact_schema_validation,must pass,one,every comparison row,strict_v1.compare_observations and row validation
structural_guards_v1,electrical|interval|progression|failure,telemetry_field_sets_exact,structural,none,structural_fail_closed,exact_schema_validation,must pass,one,every comparison row,strict_v1.compare_observations and row validation
structural_guards_v1,electrical|interval|progression|failure,validation_errors_empty,structural,none,structural_fail_closed,exact_schema_validation,must pass,one,every comparison row,strict_v1.compare_observations and row validation
structural_guards_v1,electrical|interval|progression|failure,denominator_identities_exact,structural,none,structural_fail_closed,exact_schema_validation,must pass,one,every comparison row,strict_v1.compare_observations and row validation
